"ActiveCells","POR","PERMI","PERMJ","PERMK","Pressure[0]","Pressure[366]","Pressure[731]","Pressure[1096]","Pressure[1461]","Pressure[1827]","Pressure[2192]","Pressure[2557]","Pressure[2922]","Pressure[3288]","Pressure[3653]","Pressure[4018]","Pressure[4383]","Pressure[4749]","Pressure[5114]","Pressure[5479]","Pressure[5844]","Pressure[6100.842]","CO2Gas[0]","CO2Gas[366]","CO2Gas[731]","CO2Gas[1096]","CO2Gas[1461]","CO2Gas[1827]","CO2Gas[2192]","CO2Gas[2557]","CO2Gas[2922]","CO2Gas[3288]","CO2Gas[3653]","CO2Gas[4018]","CO2Gas[4383]","CO2Gas[4749]","CO2Gas[5114]","CO2Gas[5479]","CO2Gas[5844]","CO2Gas[6100.842]","CO2Oil[0]","CO2Oil[366]","CO2Oil[731]","CO2Oil[1096]","CO2Oil[1461]","CO2Oil[1827]","CO2Oil[2192]","CO2Oil[2557]","CO2Oil[2922]","CO2Oil[3288]","CO2Oil[3653]","CO2Oil[4018]","CO2Oil[4383]","CO2Oil[4749]","CO2Oil[5114]","CO2Oil[5479]","CO2Oil[5844]","CO2Oil[6100.842]","CO2Water[0]","CO2Water[366]","CO2Water[731]","CO2Water[1096]","CO2Water[1461]","CO2Water[1827]","CO2Water[2192]","CO2Water[2557]","CO2Water[2922]","CO2Water[3288]","CO2Water[3653]","CO2Water[4018]","CO2Water[4383]","CO2Water[4749]","CO2Water[5114]","CO2Water[5479]","CO2Water[5844]","CO2Water[6100.842]","Cell Type"
1,0.0901,16.433,16.433,1.6433,16450,13676,13093,12669,12627,12448,12415,12379,12351,12347,12340,12274,12266,12266,12284,12544,12338,12261,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.006,0.006,0,0,0.007,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.077,24.893,24.893,2.4893,16450,13614,13001,12591,12537,12379,12336,12298,12264,12263,12248,12196,12180,12158,12194,12338,12237,12172,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.005,0.006,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.105,28.392,28.392,2.8392,16450,13645,13026,12617,12560,12405,12361,12324,12288,12289,12271,12222,12204,12179,12217,12334,12260,12197,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.14,5.6843,5.6843,0.56843,16450,13670,13047,12639,12581,12428,12382,12344,12306,12308,12289,12243,12224,12197,12236,12339,12280,12219,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0,0,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1319,24.953,24.953,2.4953,16450,13662,13038,12630,12571,12419,12372,12333,12294,12294,12271,12223,12200,12169,12208,12292,12251,12191,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1248,17.934,17.934,1.7934,16450,13663,13037,12630,12570,12418,12371,12332,12292,12292,12269,12222,12198,12167,12205,12284,12248,12187,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0228,0.3676,0.3676,0.03676,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0369,2.0196,2.0196,0.20196,16450,16216,16170,16085,16099,16048,16061,16046,16067,16055,16070,16046,16070,16047,16081,16109,16094,16063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0563,1.0048,1.0048,0.10048,16450,15906,15827,15673,15696,15605,15628,15603,15641,15622,15651,15609,15654,15615,15675,15725,15700,15647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0571,0.7596,0.7596,0.07596,16450,15562,15474,15274,15314,15191,15228,15195,15254,15230,15275,15222,15286,15236,15320,15387,15358,15287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0807,2.1514,2.1514,0.21514,16450,15290,15190,14949,15004,14857,14904,14866,14939,14913,14969,14909,14988,14931,15035,15117,15085,15003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1337,3.0805,3.0805,0.30805,16450,15008,14892,14614,14678,14508,14556,14512,14589,14560,14623,14557,14646,14586,14706,14811,14775,14683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0903,2.7018,2.7018,0.27018,16450,14866,14726,14406,14482,14288,14339,14277,14356,14313,14378,14293,14392,14318,14456,14584,14534,14427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0805,2.2569,2.2569,0.22569,16450,14703,14550,14184,14281,14060,14124,14039,14122,14051,14118,13999,14111,14015,14172,14330,14263,14134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.008,0.008,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0839,2.7045,2.7045,0.27045,16450,14581,14430,14037,14167,13928,14015,13896,13995,13904,13987,13840,13963,13841,14010,14183,14096,13947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.004,0.004,0.005,0.007,0.009,0.009,0.008,0.007,0.006,0.005,0.005,0.005,0.005,0.076,0.071,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,12
1,0.1001,4.0092,4.0092,0.40092,16450,14485,14285,13875,13963,13725,13783,13729,13820,13764,13833,13710,13817,13714,13870,14040,13947,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.014,0.023,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,12
1,0.1114,2.562,2.562,0.2562,16450,14403,14205,13789,13881,13637,13692,13636,13726,13670,13741,13618,13726,13625,13781,13943,13849,13695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1078,1.7312,1.7312,0.17312,16450,14223,14035,13611,13724,13474,13547,13486,13594,13539,13624,13496,13614,13512,13674,13835,13745,13580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.119,4.0698,4.0698,0.40698,16450,14248,14049,13612,13726,13465,13538,13465,13569,13496,13587,13447,13570,13463,13627,13793,13700,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0879,3.425,3.425,0.3425,16450,14219,14005,13553,13674,13404,13485,13408,13517,13436,13534,13386,13514,13402,13567,13736,13637,13449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1022,5.9966,5.9966,0.59966,16450,14183,13959,13492,13625,13343,13439,13352,13473,13379,13493,13328,13471,13347,13525,13687,13596,13387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.007,0.009,0.018,0.016,0.025,0.022,0.034,0.031,0.045,0.04,0.056,0.05,0.074,0.067,0.093,0.093,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,12
1,0.1463,7.361,7.361,0.7361,16450,14128,13862,13399,13487,13219,13267,13213,13292,13230,13311,13181,13284,13212,13334,13572,13401,13227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.005,0.007,0.009,0.011,0.012,0.014,0.015,0.017,0.019,0.022,0.025,0.029,0.034,0.041,0.045,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12
1,0.1199,31.887,31.887,3.1887,16450,14086,13791,13333,13410,13149,13184,13139,13203,13147,13218,13095,13185,13133,13233,13506,13303,13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.004,0.004,0.006,0.007,0.009,0.01,0.011,0.013,0.015,0.017,0.02,0.022,0.025,0.028,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,12
1,0.116,14.345,14.345,1.4345,16450,14062,13750,13294,13364,13106,13134,13097,13154,13103,13170,13051,13136,13095,13184,13476,13255,13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.011,0.012,0.014,0.016,0.018,0.02,0.023,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,12
1,0.1098,12.768,12.768,1.2768,16450,14050,13726,13269,13334,13076,13101,13068,13121,13073,13138,13024,13105,13078,13155,13468,13229,13114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.013,0.014,0.016,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,12
1,0.1002,2.712,2.712,0.2712,16450,14015,13675,13212,13275,13010,13025,13000,13045,13000,13064,12956,13031,13029,13084,13443,13163,13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.01,0.011,0.012,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0661,1.9832,1.9832,0.19832,16450,13957,13618,13133,13216,12921,12921,12896,12929,12885,12946,12845,12910,12945,12958,13396,13036,16351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.007,0.062,0.054,0.096,0.068,0.042,0.029,0.018,0.012,0.01,0.008,0.008,0.008,0.008,0.009,0.009,0.011,0,0,0.002,0.002,0.003,0.002,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,12
1,0.0979,4.267,4.267,0.4267,16450,13877,13441,12996,13001,12774,12783,12767,12794,12761,12821,12726,12787,12869,12836,13368,12916,13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.01,0.014,0.023,0.025,0.025,0.023,0.019,0.016,0.014,0.012,0.011,0.01,0.009,0.009,0.009,0.009,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,12
1,0.0876,5.0627,5.0627,0.50627,16450,13850,13394,12944,12938,12715,12716,12691,12701,12675,12707,12619,12656,12783,12702,13299,12786,12714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.009,0.01,0.011,0.013,0.013,0.012,0.012,0.011,0.01,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1135,4.5522,4.5522,0.45522,16450,13804,13320,12878,12862,12648,12638,12606,12603,12585,12601,12519,12541,12662,12578,13137,12653,12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.004,0.005,0.005,0.006,0.006,0.007,0.009,0.01,0.011,0.012,0.012,0.013,0.013,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1387,7.375,7.375,0.7375,16450,13796,13294,12853,12832,12622,12607,12574,12565,12551,12561,12481,12496,12597,12528,13055,12595,12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.008,0.009,0.011,0.012,0.014,0.016,0.017,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,12
1,0.1277,28.763,28.763,2.8763,16450,13794,13280,12842,12817,12611,12592,12560,12546,12537,12542,12468,12477,12549,12507,12987,12574,12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.009,0.01,0.012,0.013,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1059,34.963,34.963,3.4963,16450,13754,13237,12796,12770,12559,12536,12502,12485,12477,12479,12406,12412,12467,12442,12892,12508,12415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0.027,0.029,0.05,0.043,0.042,0.038,0.035,0.031,0.028,0.024,0.022,0.02,0.018,0.018,0.016,0.015,0,0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,12
1,0.14,28.202,28.202,2.8202,16450,13692,13152,12717,12679,12480,12459,12427,12408,12401,12400,12329,12332,12368,12359,12764,12424,12334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.012,0.02,0.033,0.039,0.041,0.04,0.037,0.033,0.03,0.027,0.024,0.022,0.02,0.018,0.017,0.016,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12
1,0.1484,5.5661,5.5661,0.55661,16450,13620,13046,12624,12581,12407,12376,12342,12317,12314,12307,12245,12238,12239,12259,12522,12312,12236,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.027,0.025,0,0,0.018,0.003,0.003,0.006,0.008,0.009,0.009,0.01,0.012,0.015,0.017,0.018,0.019,0.018,0.017,0.016,0.014,0.012,0.011,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,12
1,0.1021,3.5963,3.5963,0.35963,16450,13556,12956,12551,12499,12340,12301,12266,12233,12233,12217,12166,12150,12128,12163,12310,12208,12141,0,0,0,0,0,0,0,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.008,0,0.009,0.009,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1149,5.0749,5.0749,0.50749,16450,13627,13007,12598,12540,12386,12341,12302,12265,12265,12246,12199,12182,12157,12196,12301,12241,12178,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.121,5.3351,5.3351,0.53351,16450,13663,13039,12632,12573,12422,12376,12339,12301,12303,12283,12237,12217,12188,12228,12320,12272,12211,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1597,11.543,11.543,1.1543,16450,13639,13014,12607,12547,12396,12348,12309,12269,12269,12245,12198,12174,12142,12181,12259,12223,12163,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.141,11.939,11.939,1.1939,16450,13618,12991,12585,12524,12373,12325,12286,12246,12245,12221,12174,12150,12117,12156,12228,12198,12138,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0636,0.4371,0.4371,0.04371,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0502,1.3565,1.3565,0.13565,16450,16217,16176,16096,16111,16065,16081,16066,16090,16078,16095,16071,16096,16073,16106,16128,16118,16088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0325,1.3731,1.3731,0.13731,16450,15941,15884,15750,15779,15699,15730,15704,15746,15725,15757,15717,15762,15723,15781,15816,15801,15752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.02,1.3542,1.3542,0.13542,16450,15684,15614,15438,15483,15377,15428,15396,15458,15431,15479,15427,15490,15439,15518,15564,15547,15482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0684,0.7956,0.7956,0.07956,16450,15417,15340,15117,15171,15036,15098,15064,15146,15119,15177,15117,15195,15136,15235,15299,15278,15198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.06,1.1608,1.1608,0.11608,16450,15176,15100,14849,14915,14757,14820,14780,14869,14842,14903,14838,14922,14860,14974,15057,15032,14943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.011,0.016,0.018,0.018,0.017,0.016,0.015,0.014,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0,0,12
1,0.0854,1.2804,1.2804,0.12804,16450,14980,14880,14587,14665,14481,14540,14481,14572,14541,14611,14539,14637,14563,14699,14806,14775,14672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.006,0.009,0.013,0.017,0.02,0.022,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,12
1,0.0859,0.4713,0.4713,0.04713,16450,14749,14625,14284,14380,14172,14243,14171,14267,14207,14277,14174,14287,14196,14353,14490,14444,14319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.008,0.009,0.01,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1169,1.4986,1.4986,0.14986,16450,14552,14401,14015,14122,13891,13972,13893,14003,13930,14013,13882,14004,13891,14061,14224,14156,14011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.14,0.6156,0.6156,0.06156,16450,14435,14267,13859,13964,13720,13793,13720,13828,13761,13845,13715,13837,13725,13894,14046,13974,13819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1176,0.9657,0.9657,0.09657,16450,14337,14162,13738,13849,13594,13669,13593,13702,13631,13721,13585,13711,13598,13771,13918,13844,13677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1331,4.7185,4.7185,0.47185,16450,14242,14067,13627,13749,13482,13565,13482,13596,13518,13618,13475,13609,13496,13673,13825,13754,13579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1168,3.6682,3.6682,0.36682,16450,14223,14038,13592,13715,13445,13526,13442,13555,13473,13572,13425,13557,13445,13617,13775,13693,13512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.01,0.012,0.014,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1208,9.7855,9.7855,0.97855,16450,14194,13987,13532,13653,13380,13460,13379,13489,13406,13506,13356,13484,13375,13537,13709,13606,13419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.011,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1169,20.142,20.142,2.0142,16450,14163,13938,13477,13591,13317,13390,13315,13418,13339,13436,13289,13412,13313,13463,13651,13526,13338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.008,0.009,0.01,0.011,0.014,0.015,0.02,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,12
1,0.1132,10.986,10.986,1.0986,16450,14122,13871,13409,13509,13238,13295,13231,13318,13248,13334,13196,13305,13225,13353,13577,13416,13235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.009,0.01,0.012,0.013,0.016,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,12
1,0.1031,10.351,10.351,1.0351,16450,14084,13803,13342,13427,13161,13205,13153,13226,13164,13241,13112,13209,13150,13257,13517,13325,13153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.009,0.01,0.012,0.013,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0934,4.8998,4.8998,0.48998,16450,14050,13749,13288,13365,13101,13138,13093,13159,13101,13176,13051,13143,13102,13192,13481,13263,13102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.01,0.011,0.013,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
